race_id,date,venue,race_number,formation,first_numbers,second_numbers,third_numbers,decision,ticket_count,estimated_hit_rate,confidence,actual_hit,hit_ticket,stake_units,return_units,profit_units,first_back_max,first_chigire_max,first_p1_max,time_band,field_size,race_class_scope,prediction_gate_profile
20260404-13-06,2026-04-04,いわき平,6,125-12-1234,125,12,1234,BUY,10,0.138689957262,B,True,2-1-3,10.0,2.6,-7.4,12.0,0.4532,0.350700234336,midnight,7,non_s,line_break_back_chigire_all
20260404-45-02,2026-04-04,豊橋,2,135-15-1257,135,15,1257,BUY,10,0.160271005996,B,True,5-1-2,10.0,20.5,10.5,16.0,0.3125,0.305843741475,day,7,non_s,line_break_back_chigire_all
20260404-45-04,2026-04-04,豊橋,4,147-14-1347,147,14,1347,BUY,8,0.145585191069,B,False,7-4-2,8.0,0.0,-8.0,23.0,0.295,0.422759652668,night,7,non_s,line_break_back_chigire_all
20260404-45-07,2026-04-04,豊橋,7,134-14-1347,134,14,1347,BUY,8,0.160282310031,B,False,5-4-7,8.0,0.0,-8.0,16.0,0.3352,0.294219127267,night,7,non_s,line_break_back_chigire_all
20260404-47-07,2026-04-04,松阪,7,123-12-1245,123,12,1245,BUY,10,0.143660716002,B,False,2-4-1,10.0,0.0,-10.0,13.0,0.264,0.304973290774,midnight,7,non_s,line_break_back_chigire_all
20260404-61-02,2026-04-04,玉野,2,134-13-1237,134,13,1237,BUY,10,0.150221659904,B,True,3-1-2,10.0,7.0,-3.0,11.0,0.4392,0.372673085,day,7,non_s,line_break_back_chigire_all
20260404-87-02,2026-04-04,熊本,2,123-23-1234,123,23,1234,BUY,8,0.177212396375,B,False,1-3-6,8.0,0.0,-8.0,17.0,0.2518,0.507156818,night,7,non_s,line_break_back_chigire_all
20260404-87-04,2026-04-04,熊本,4,123-23-1234,123,23,1234,BUY,8,0.21191230853,A,False,1-2-5,8.0,0.0,-8.0,21.0,0.229,0.551924285702,midnight,7,non_s,line_break_back_chigire_all
20260404-87-06,2026-04-04,熊本,6,124-23-1234,124,23,1234,BUY,10,0.164871508766,B,False,1-4-2,10.0,0.0,-10.0,12.0,0.4567,0.509200199151,midnight,7,non_s,line_break_back_chigire_all
20260404-87-07,2026-04-04,熊本,7,123-23-1234,123,23,1234,BUY,8,0.168162843931,B,True,1-2-4,8.0,16.5,8.5,18.0,0.2985,0.541007580999,midnight,7,non_s,line_break_back_chigire_all
20260405-23-02,2026-04-05,取手,2,245-25-2345,245,25,2345,BUY,8,0.151389746306,B,False,2-4-7,8.0,0.0,-8.0,12.0,0.3488,0.269028462585,morning,7,non_s,line_break_back_chigire_all
20260405-23-06,2026-04-05,取手,6,145-15-1257,145,15,1257,BUY,10,0.147277856947,B,True,1-5-7,10.0,2.2,-7.8,15.0,0.3955,0.439489692772,morning,7,non_s,line_break_back_chigire_all
20260405-45-10,2026-04-05,豊橋,10,257-57-2457,257,57,2457,BUY,8,0.143763450964,B,True,7-5-4,8.0,30.0,22.0,11.0,0.4528,0.356501386319,night,7,non_s,line_break_back_chigire_all
20260405-74-06,2026-04-05,高知,6,145-12-1245,145,12,1245,BUY,10,0.147848860771,B,False,1-3-2,10.0,0.0,-10.0,9.0,0.3177,0.295972378791,day,6,s,line_break_back_chigire_all
20260405-87-02,2026-04-05,熊本,2,123-12-1234,123,12,1234,BUY,8,0.146783218696,B,False,5-3-1,8.0,0.0,-8.0,13.0,0.566,0.374386481568,night,6,non_s,line_break_back_chigire_all
20260406-42-01,2026-04-06,名古屋,1,147-47-1247,147,47,1247,BUY,8,0.142173613823,B,False,4-5-3,8.0,0.0,-8.0,16.0,0.41,0.312109558964,morning,7,non_s,line_break_back_chigire_all
20260406-42-04,2026-04-06,名古屋,4,145-47-1457,145,47,1457,BUY,10,0.152536570439,B,True,4-7-5,10.0,6.6,-3.4000000000000004,13.0,0.4655,0.323507373794,day,7,non_s,line_break_back_chigire_all
20260406-42-08,2026-04-06,名古屋,8,345-37-3457,345,37,3457,BUY,10,0.138408791364,B,False,3-4-1,10.0,0.0,-10.0,18.0,0.3593,0.272122289271,day,7,s,line_break_back_chigire_all
20260406-45-09,2026-04-06,豊橋,9,137-17-1237,137,17,1237,BUY,8,0.158998905977,B,False,2-3-6,8.0,0.0,-8.0,16.0,0.2168,0.387651079975,night,7,non_s,line_break_back_chigire_all
20260406-47-07,2026-04-06,松阪,7,123-12-1246,123,12,1246,BUY,10,0.140687750834,B,False,1-5-2,10.0,0.0,-10.0,13.0,0.2605,0.305901372192,midnight,7,non_s,line_break_back_chigire_all
20260406-87-03,2026-04-06,熊本,3,123-12-1245,123,12,1245,BUY,10,0.148190396298,B,False,1-3-2,10.0,0.0,-10.0,13.0,0.4585,0.263772751933,night,7,non_s,line_break_back_chigire_all
20260407-35-01,2026-04-07,平塚,1,127-12-1235,127,12,1235,BUY,10,0.139672640036,B,True,7-1-5,10.0,105.4,95.4,9.0,0.45,0.253196830546,night,7,non_s,line_break_back_chigire_all
20260407-35-03,2026-04-07,平塚,3,123-12-1245,123,12,1245,BUY,10,0.140405349681,B,True,1-2-5,10.0,4.8,-5.2,20.0,0.2378,0.32082522862,night,7,non_s,line_break_back_chigire_all
20260407-35-07,2026-04-07,平塚,7,124-12-1235,124,12,1235,BUY,10,0.143929166638,B,False,1-7-3,10.0,0.0,-10.0,19.0,0.3768,0.275372581637,midnight,7,non_s,line_break_back_chigire_all
20260407-53-05,2026-04-07,奈良,5,127-17-1357,127,17,1357,BUY,10,0.158331761454,B,False,1-2-5,10.0,0.0,-10.0,19.0,0.521,0.497357640033,morning,7,non_s,line_break_back_chigire_all
20260407-61-05,2026-04-07,玉野,5,123-12-1234,123,12,1234,BUY,8,0.165345690818,B,False,1-3-2,8.0,0.0,-8.0,10.0,0.389,0.355988047042,midnight,7,non_s,line_break_back_chigire_all
20260407-81-02,2026-04-07,小倉,2,147-17-1457,147,17,1457,BUY,8,0.143304000952,B,False,7-5-1,8.0,0.0,-8.0,11.0,0.2255,0.304501576328,day,7,non_s,line_break_back_chigire_all
20260408-44-02,2026-04-08,大垣,2,157-57-2357,157,57,2357,BUY,10,0.184176158802,A,False,5-7-4,10.0,0.0,-10.0,19.0,0.6238,0.262667555945,day,7,non_s,line_break_back_chigire_all
20260408-44-11,2026-04-08,大垣,11,137-17-1357,137,17,1357,BUY,8,0.154827381429,B,False,7-1-2,8.0,0.0,-8.0,10.0,0.4685,0.338380017779,day,7,s,line_break_back_chigire_all
20260408-53-01,2026-04-08,奈良,1,256-56-2456,256,56,2456,BUY,8,0.167742481997,B,True,2-6-4,8.0,7.5,-0.5,8.0,0.455,0.293861214316,morning,6,non_s,line_break_back_chigire_all
20260408-61-09,2026-04-08,玉野,9,124-12-1235,124,12,1235,BUY,10,0.157315406362,B,False,1-4-2,10.0,0.0,-10.0,10.0,0.3125,0.373362318696,midnight,7,non_s,line_break_back_chigire_all
20260408-81-02,2026-04-08,小倉,2,145-15-1235,145,15,1235,BUY,10,0.147658456164,B,False,1-7-5,10.0,0.0,-10.0,11.0,0.4253,0.314083387306,day,7,non_s,line_break_back_chigire_all
20260409-11-03,2026-04-09,函館,3,124-14-1457,124,14,1457,BUY,10,0.148399363678,B,False,4-3-1,10.0,0.0,-10.0,14.0,0.4795,0.395637271314,day,7,non_s,line_break_back_chigire_all
20260409-11-07,2026-04-09,函館,7,127-17-1357,127,17,1357,BUY,10,0.156617064075,B,False,7-5-3,10.0,0.0,-10.0,12.0,0.5438,0.324423511275,night,7,non_s,line_break_back_chigire_all
20260409-11-09,2026-04-09,函館,9,245-24-1234,245,24,1234,BUY,10,0.146566356075,B,True,2-4-1,10.0,3.9,-6.1,19.0,0.413,0.350330344643,night,7,non_s,line_break_back_chigire_all
20260409-36-01,2026-04-09,小田原,1,134-35-1345,134,35,1345,BUY,10,0.220286323031,A,False,1-5-6,10.0,0.0,-10.0,19.0,0.4165,0.552000032291,day,6,non_s,line_break_back_chigire_all
20260409-36-02,2026-04-09,小田原,2,245-25-2345,245,25,2345,BUY,8,0.147621254304,B,True,5-2-4,8.0,4.4,-3.5999999999999996,9.0,0.3733,0.360168317687,day,6,non_s,line_break_back_chigire_all
20260409-36-07,2026-04-09,小田原,7,235-25-1257,235,25,1257,BUY,10,0.149153273779,B,False,3-7-1,10.0,0.0,-10.0,10.0,0.3453,0.263261163598,day,7,non_s,line_break_back_chigire_all
20260409-44-07,2026-04-09,大垣,7,157-15-1257,157,15,1257,BUY,8,0.153063551828,B,False,5-3-2,8.0,0.0,-8.0,11.0,0.3937,0.281103753141,day,7,s,line_break_back_chigire_all
20260409-53-02,2026-04-09,奈良,2,123-13-1235,123,13,1235,BUY,8,0.179233160275,B,True,3-1-2,8.0,14.1,6.1,9.0,0.4848,0.324516489304,morning,6,non_s,line_break_back_chigire_all
20260409-61-05,2026-04-09,玉野,5,125-12-1234,125,12,1234,BUY,10,0.146336681651,B,True,1-2-3,10.0,2.8,-7.2,10.0,0.486,0.33443130462,midnight,7,non_s,line_break_back_chigire_all
20260409-81-02,2026-04-09,小倉,2,137-17-1457,137,17,1457,BUY,10,0.14353332131,B,False,1-7-2,10.0,0.0,-10.0,13.0,0.413,0.326481205356,day,7,non_s,line_break_back_chigire_all
20260409-81-05,2026-04-09,小倉,5,125-25-2345,125,25,2345,BUY,10,0.167117859657,B,False,4-3-1,10.0,0.0,-10.0,9.0,0.448,0.261348593241,night,6,s,line_break_back_chigire_all
20260409-81-11,2026-04-09,小倉,11,125-12-1234,125,12,1234,BUY,10,0.153186234709,B,False,2-1-5,10.0,0.0,-10.0,12.0,0.316,0.338447551948,night,7,non_s,line_break_back_chigire_all
20260410-11-01,2026-04-10,函館,1,247-27-2457,247,27,2457,BUY,8,0.138931219108,B,False,4-1-7,8.0,0.0,-8.0,8.0,0.455,0.271785735952,day,7,non_s,line_break_back_chigire_all
20260410-11-03,2026-04-10,函館,3,357-57-1457,357,57,1457,BUY,10,0.142530858553,B,False,4-5-7,10.0,0.0,-10.0,18.0,0.4375,0.372176150969,day,7,non_s,line_break_back_chigire_all
20260410-11-10,2026-04-10,函館,10,147-17-1237,147,17,1237,BUY,10,0.154883497162,B,False,2-6-3,10.0,0.0,-10.0,19.0,0.2255,0.291475579264,night,7,non_s,line_break_back_chigire_all
20260410-36-03,2026-04-10,小田原,3,467-47-2347,467,47,2347,BUY,10,0.189070210174,A,True,6-4-7,10.0,8.9,-1.0999999999999996,9.0,0.2863,0.33260162697,day,7,non_s,line_break_back_chigire_all
20260410-36-04,2026-04-10,小田原,4,235-25-2457,235,25,2457,BUY,10,0.166719280573,B,False,2-7-5,10.0,0.0,-10.0,19.0,0.3038,0.47598118403,day,7,non_s,line_break_back_chigire_all
20260410-36-05,2026-04-10,小田原,5,135-35-1345,135,35,1345,BUY,8,0.191699092686,A,True,1-5-4,8.0,3.4,-4.6,18.0,0.3733,0.57793570286,day,7,non_s,line_break_back_chigire_all
20260410-36-11,2026-04-10,小田原,11,147-17-1457,147,17,1457,BUY,8,0.149030138648,B,True,1-7-5,8.0,2.0,-6.0,11.0,0.2395,0.430189560739,day,7,non_s,line_break_back_chigire_all
20260410-38-06,2026-04-10,静岡,6,123-12-1234,123,12,1234,BUY,8,0.145401896398,B,False,1-3-2,8.0,0.0,-8.0,11.0,0.3317,0.315915281418,midnight,7,non_s,line_break_back_chigire_all
20260410-63-07,2026-04-10,防府,7,124-24-1245,124,24,1245,BUY,8,0.177573906601,B,False,1-5-7,8.0,0.0,-8.0,22.0,0.2325,0.541466404943,morning,7,non_s,line_break_back_chigire_all
20260410-83-01,2026-04-10,久留米,1,237-37-1357,237,37,1357,BUY,10,0.150875267357,B,False,5-3-7,10.0,0.0,-10.0,16.0,0.3558,0.398327091954,day,7,non_s,line_break_back_chigire_all
20260410-83-04,2026-04-10,久留米,4,257-27-1247,257,27,1247,BUY,10,0.153913628614,B,False,7-2-5,10.0,0.0,-10.0,14.0,0.3575,0.380458868248,night,7,non_s,line_break_back_chigire_all
20260410-83-10,2026-04-10,久留米,10,245-25-1235,245,25,1235,BUY,10,0.152910502869,B,True,2-5-3,10.0,11.5,1.5,12.0,0.4948,0.381333973245,night,7,s,line_break_back_chigire_all
20260410-83-11,2026-04-10,久留米,11,124-14-1457,124,14,1457,BUY,10,0.170222137132,B,False,4-1-6,10.0,0.0,-10.0,14.0,0.5403,0.282351770378,night,7,s,line_break_back_chigire_all
20260410-86-04,2026-04-10,別府,4,123-12-1234,123,12,1234,BUY,8,0.158348119734,B,False,3-1-6,8.0,0.0,-8.0,13.0,0.2185,0.294711760786,night,7,non_s,line_break_back_chigire_all
20260411-38-05,2026-04-11,静岡,5,123-23-1234,123,23,1234,BUY,8,0.173267378188,B,False,1-4-6,8.0,0.0,-8.0,10.0,0.229,0.314461978099,midnight,7,non_s,line_break_back_chigire_all
20260411-38-06,2026-04-11,静岡,6,123-12-1234,123,12,1234,BUY,8,0.158331386504,B,True,3-1-2,8.0,7.0,-1.0,11.0,0.3282,0.283039700296,midnight,7,non_s,line_break_back_chigire_all
20260411-42-01,2026-04-11,名古屋,1,256-25-1235,256,25,1235,BUY,10,0.190086600953,A,False,6-5-4,10.0,0.0,-10.0,15.0,0.45,0.318812815227,morning,6,non_s,line_break_back_chigire_all
20260411-42-03,2026-04-11,名古屋,3,245-24-1247,245,24,1247,BUY,10,0.15186414741,B,True,4-2-7,10.0,1.9,-8.1,20.0,0.4668,0.443402170355,morning,7,non_s,line_break_back_chigire_all
20260411-42-05,2026-04-11,名古屋,5,127-27-2457,127,27,2457,BUY,10,0.141736803002,B,True,2-7-5,10.0,4.4,-5.6,17.0,0.2413,0.41844451007,morning,7,non_s,line_break_back_chigire_all
20260411-83-06,2026-04-11,久留米,6,157-57-1257,157,57,1257,BUY,8,0.144280432031,B,False,5-7-3,8.0,0.0,-8.0,10.0,0.566,0.33247838522,night,7,s,line_break_back_chigire_all
20260411-86-04,2026-04-11,別府,4,124-12-1235,124,12,1235,BUY,10,0.164283461235,B,False,1-4-5,10.0,0.0,-10.0,13.0,0.264,0.284107180323,night,7,non_s,line_break_back_chigire_all
20260411-86-05,2026-04-11,別府,5,123-12-1235,123,12,1235,BUY,8,0.142634435551,B,False,1-3-2,8.0,0.0,-8.0,16.0,0.3715,0.345285124333,midnight,7,non_s,line_break_back_chigire_all
20260411-86-07,2026-04-11,別府,7,123-12-1245,123,12,1245,BUY,10,0.161995647161,B,False,1-5-3,10.0,0.0,-10.0,13.0,0.3558,0.440900728724,midnight,7,non_s,line_break_back_chigire_all
20260412-12-03,2026-04-12,青森,3,123-12-1245,123,12,1245,BUY,10,0.139293148868,B,False,1-4-3,10.0,0.0,-10.0,11.0,0.323,0.336602846867,day,7,non_s,line_break_back_chigire_all
20260412-12-04,2026-04-12,青森,4,135-15-1357,135,15,1357,BUY,8,0.149760685348,B,False,5-1-2,8.0,0.0,-8.0,17.0,0.33,0.296436486651,night,7,non_s,line_break_back_chigire_all
20260412-12-09,2026-04-12,青森,9,257-57-1357,257,57,1357,BUY,10,0.162667706955,B,True,7-5-1,10.0,2.9,-7.1,20.0,0.5643,0.269954738449,night,7,s,line_break_back_chigire_all
20260412-26-02,2026-04-12,西武園,2,124-12-1235,124,12,1235,BUY,10,0.19836552387,A,True,2-1-3,10.0,22.9,12.899999999999999,11.0,0.5677,0.335269918589,day,6,s,line_break_back_chigire_all
20260412-26-03,2026-04-12,西武園,3,235-35-2345,235,35,2345,BUY,8,0.141831798363,B,True,2-5-3,8.0,23.2,15.2,9.0,0.493,0.280446609926,day,6,s,line_break_back_chigire_all
20260412-42-02,2026-04-12,名古屋,2,136-13-1356,136,13,1356,BUY,8,0.14274266316,B,True,3-1-5,8.0,3.9,-4.1,9.0,0.5175,0.344287242198,morning,6,non_s,line_break_back_chigire_all
20260412-42-05,2026-04-12,名古屋,5,235-35-1345,235,35,1345,BUY,10,0.150732037162,B,False,7-3-2,10.0,0.0,-10.0,17.0,0.2675,0.344690717699,morning,7,non_s,line_break_back_chigire_all
20260412-42-07,2026-04-12,名古屋,7,245-45-2457,245,45,2457,BUY,8,0.140073873754,B,False,5-7-1,8.0,0.0,-8.0,15.0,0.295,0.432015265494,morning,7,non_s,line_break_back_chigire_all
20260412-46-02,2026-04-12,富山,2,347-47-2347,347,47,2347,BUY,8,0.146111905401,B,True,3-4-7,8.0,31.8,23.8,10.0,0.4357,0.299790810771,day,7,non_s,line_break_back_chigire_all
20260412-46-04,2026-04-12,富山,4,124-12-1237,124,12,1237,BUY,10,0.179593571989,B,True,4-1-3,10.0,46.2,36.2,13.0,0.3488,0.399331750217,day,7,non_s,line_break_back_chigire_all
20260413-12-02,2026-04-13,青森,2,125-15-1357,125,15,1357,BUY,10,0.155362385405,B,True,2-5-7,10.0,76.0,66.0,17.0,0.3872,0.293175456716,day,7,non_s,line_break_back_chigire_all
20260413-12-06,2026-04-13,青森,6,145-14-1345,145,14,1345,BUY,8,0.16792453405,B,False,4-3-1,8.0,0.0,-8.0,9.0,0.5433,0.30550603485,night,6,s,line_break_back_chigire_all
20260413-37-08,2026-04-13,伊東,8,147-14-1245,147,14,1245,BUY,10,0.194749812469,A,True,1-4-2,10.0,11.0,1.0,12.0,0.288,0.423675920378,night,7,non_s,line_break_back_chigire_all
20260413-42-01,2026-04-13,名古屋,1,245-25-2345,245,25,2345,BUY,8,0.140132481617,B,False,2-6-5,8.0,0.0,-8.0,12.0,0.4078,0.341533630346,morning,6,non_s,line_break_back_chigire_all
20260413-42-02,2026-04-13,名古屋,2,236-26-2346,236,26,2346,BUY,8,0.157747254687,B,True,6-2-3,8.0,4.5,-3.5,9.0,0.4095,0.358096287163,morning,6,non_s,line_break_back_chigire_all
20260413-42-06,2026-04-13,名古屋,6,135-35-3457,135,35,3457,BUY,10,0.142503373448,B,False,5-2-3,10.0,0.0,-10.0,17.0,0.4392,0.2911354832,morning,7,non_s,line_break_back_chigire_all
20260413-44-01,2026-04-13,大垣,1,347-37-1237,347,37,1237,BUY,10,0.169850750074,B,True,4-7-3,10.0,12.7,2.6999999999999993,15.0,0.33,0.281971409477,morning,7,non_s,line_break_back_chigire_all
20260413-44-04,2026-04-13,大垣,4,125-25-1245,125,25,1245,BUY,8,0.143665148755,B,False,2-1-5,8.0,0.0,-8.0,18.0,0.2448,0.395485930604,day,7,non_s,line_break_back_chigire_all
20260413-44-08,2026-04-13,大垣,8,125-15-1457,125,15,1457,BUY,10,0.160722243148,B,True,2-1-5,10.0,25.4,15.399999999999999,12.0,0.3143,0.330654602998,day,7,non_s,line_break_back_chigire_all
20260413-44-10,2026-04-13,大垣,10,147-17-1247,147,17,1247,BUY,8,0.145497993274,B,False,7-1-5,8.0,0.0,-8.0,13.0,0.295,0.332847911317,day,7,non_s,line_break_back_chigire_all
20260413-46-10,2026-04-13,富山,10,157-17-1237,157,17,1237,BUY,10,0.139906196684,B,False,7-4-2,10.0,0.0,-10.0,17.0,0.2863,0.342495594172,day,7,s,line_break_back_chigire_all
20260413-73-04,2026-04-13,小松島,4,124-12-1235,124,12,1235,BUY,10,0.160807543057,B,False,1-2-4,10.0,0.0,-10.0,19.0,0.549,0.285574807244,night,7,non_s,line_break_back_chigire_all
20260413-73-06,2026-04-13,小松島,6,123-13-1345,123,13,1345,BUY,10,0.171999172922,B,False,1-2-7,10.0,0.0,-10.0,12.0,0.34,0.347551013398,midnight,7,non_s,line_break_back_chigire_all
20260413-81-05,2026-04-13,小倉,5,124-12-1235,124,12,1235,BUY,10,0.141488428358,B,False,1-2-4,10.0,0.0,-10.0,11.0,0.41,0.323088962147,midnight,7,non_s,line_break_back_chigire_all
20260413-81-07,2026-04-13,小倉,7,124-12-1235,124,12,1235,BUY,10,0.141134738229,B,False,2-3-1,10.0,0.0,-10.0,17.0,0.3872,0.262408049792,midnight,7,non_s,line_break_back_chigire_all
20260414-23-02,2026-04-14,取手,2,125-15-1357,125,15,1357,BUY,10,0.157377844061,B,False,2-7-3,10.0,0.0,-10.0,10.0,0.3698,0.283403270924,day,7,non_s,line_break_back_chigire_all
20260414-37-01,2026-04-14,伊東,1,345-45-1457,345,45,1457,BUY,10,0.156024770433,B,False,1-5-2,10.0,0.0,-10.0,10.0,0.3698,0.299043225171,day,7,non_s,line_break_back_chigire_all
20260414-44-02,2026-04-14,大垣,2,235-25-1245,235,25,1245,BUY,10,0.278001111718,A,False,2-1-5,10.0,0.0,-10.0,8.0,0.4427,0.274137142612,day,5,non_s,line_break_back_chigire_all
20260414-44-04,2026-04-14,大垣,4,145-45-1245,145,45,1245,BUY,8,0.16298749822,B,False,5-4-3,8.0,0.0,-8.0,18.0,0.3505,0.510507757747,day,7,non_s,line_break_back_chigire_all
20260414-44-05,2026-04-14,大垣,5,125-15-1345,125,15,1345,BUY,10,0.1519996512,B,True,1-5-3,10.0,11.7,1.6999999999999993,22.0,0.33,0.423063437432,day,7,non_s,line_break_back_chigire_all
20260414-46-01,2026-04-14,富山,1,146-16-1456,146,16,1456,BUY,8,0.166617745191,B,False,6-5-2,8.0,0.0,-8.0,9.0,0.368,0.328281111928,morning,6,non_s,line_break_back_chigire_all
20260414-46-02,2026-04-14,富山,2,234-34-2347,234,34,2347,BUY,8,0.141754853294,B,False,1-2-4,8.0,0.0,-8.0,10.0,0.3195,0.315328180678,day,7,non_s,line_break_back_chigire_all
20260414-46-06,2026-04-14,富山,6,236-23-1234,236,23,1234,BUY,10,0.147219434265,B,False,1-2-6,10.0,0.0,-10.0,8.0,0.4708,0.253664391398,day,6,s,line_break_back_chigire_all
20260414-46-07,2026-04-14,富山,7,156-16-1236,156,16,1236,BUY,10,0.165949919272,B,True,6-1-2,10.0,9.9,-0.09999999999999964,11.0,0.3942,0.252571951103,day,6,s,line_break_back_chigire_all
20260414-73-06,2026-04-14,小松島,6,123-12-1245,123,12,1245,BUY,10,0.160984775548,B,False,1-3-2,10.0,0.0,-10.0,19.0,0.5345,0.349383659232,midnight,7,non_s,line_break_back_chigire_all
20260414-73-08,2026-04-14,小松島,8,124-14-1234,124,14,1234,BUY,8,0.144624256488,B,True,1-4-2,8.0,13.4,5.4,12.0,0.5052,0.305128811532,midnight,6,s,line_break_back_chigire_all
20260414-73-09,2026-04-14,小松島,9,125-12-1245,125,12,1245,BUY,8,0.141492191251,B,False,1-3-2,8.0,0.0,-8.0,10.0,0.2308,0.262641699459,midnight,6,s,line_break_back_chigire_all
20260414-81-08,2026-04-14,小倉,8,125-12-1234,125,12,1234,BUY,10,0.151528622953,B,False,2-3-5,10.0,0.0,-10.0,17.0,0.3698,0.287193440008,midnight,7,non_s,line_break_back_chigire_all
20260414-87-01,2026-04-14,熊本,1,145-45-2457,145,45,2457,BUY,10,0.157780412508,B,False,5-4-1,10.0,0.0,-10.0,11.0,0.3802,0.303573448073,morning,7,non_s,line_break_back_chigire_all
20260414-87-04,2026-04-14,熊本,4,247-24-1247,247,24,1247,BUY,8,0.150753423446,B,True,2-4-1,8.0,12.9,4.9,11.0,0.354,0.298170311258,morning,7,non_s,line_break_back_chigire_all
20260414-87-06,2026-04-14,熊本,6,147-17-1257,147,17,1257,BUY,10,0.168821979361,B,True,7-1-2,10.0,5.9,-4.1,13.0,0.3838,0.382992197692,morning,7,non_s,line_break_back_chigire_all
20260415-11-01,2026-04-15,函館,1,157-17-1357,157,17,1357,BUY,8,0.158110134682,B,False,5-7-2,8.0,0.0,-8.0,12.0,0.3055,0.313216931456,day,7,non_s,line_break_back_chigire_all
20260415-11-04,2026-04-15,函館,4,245-45-1457,245,45,1457,BUY,10,0.139208512289,B,True,4-5-1,10.0,10.2,0.1999999999999993,14.0,0.368,0.279526251037,night,7,non_s,line_break_back_chigire_all
20260415-11-09,2026-04-15,函館,9,245-45-3457,245,45,3457,BUY,10,0.147725672785,B,True,4-5-7,10.0,24.9,14.899999999999999,13.0,0.5088,0.293915453819,night,7,s,line_break_back_chigire_all
20260415-23-12,2026-04-15,取手,12,134-13-1237,134,13,1237,BUY,10,0.138789737103,B,True,4-3-2,10.0,74.4,64.4,10.0,0.2863,0.268456900166,day,7,s,line_break_back_chigire_all
20260415-37-07,2026-04-15,伊東,7,125-12-1257,125,12,1257,BUY,8,0.150789263581,B,False,6-2-7,8.0,0.0,-8.0,9.0,0.3195,0.257343126464,night,7,non_s,line_break_back_chigire_all
20260415-45-01,2026-04-15,豊橋,1,257-27-2347,257,27,2347,BUY,10,0.156589492486,B,False,2-4-3,10.0,0.0,-10.0,12.0,0.3107,0.310934056994,morning,7,non_s,line_break_back_chigire_all
20260415-74-05,2026-04-15,高知,5,237-37-3457,237,37,3457,BUY,10,0.138449157383,B,False,7-3-1,10.0,0.0,-10.0,11.0,0.3802,0.344800496496,morning,7,non_s,line_break_back_chigire_all
20260415-74-06,2026-04-15,高知,6,127-17-1357,127,17,1357,BUY,10,0.201584507191,A,True,7-1-3,10.0,2.5,-7.5,9.0,0.2605,0.373172595473,morning,7,non_s,line_break_back_chigire_all
20260415-81-05,2026-04-15,小倉,5,124-12-1236,124,12,1236,BUY,10,0.154357685166,B,False,1-3-2,10.0,0.0,-10.0,16.0,0.4357,0.374020588733,midnight,7,non_s,line_break_back_chigire_all
20260416-11-10,2026-04-16,函館,10,125-12-1247,125,12,1247,BUY,10,0.146735907307,B,True,5-1-7,10.0,37.3,27.299999999999997,16.0,0.4532,0.270704374494,night,7,s,line_break_back_chigire_all
20260416-31-08,2026-04-16,松戸,8,125-12-1234,125,12,1234,BUY,10,0.149900968454,B,False,2-1-6,10.0,0.0,-10.0,16.0,0.5088,0.382659527598,midnight,7,non_s,line_break_back_chigire_all
20260416-43-08,2026-04-16,岐阜,8,123-13-1234,123,13,1234,BUY,8,0.141740309586,B,True,2-3-1,8.0,29.2,21.2,12.0,0.3382,0.395299410652,midnight,7,non_s,line_break_back_chigire_all
20260416-45-05,2026-04-16,豊橋,5,127-12-1245,127,12,1245,BUY,10,0.146517606681,B,False,1-7-5,10.0,0.0,-10.0,15.0,0.2395,0.342286504517,day,7,non_s,line_break_back_chigire_all
20260416-74-01,2026-04-16,高知,1,137-13-1235,137,13,1235,BUY,10,0.163631704683,B,False,1-2-5,10.0,0.0,-10.0,9.0,0.4183,0.309757750072,morning,7,non_s,line_break_back_chigire_all
20260417-11-06,2026-04-17,函館,6,357-57-3457,357,57,3457,BUY,8,0.140848052558,B,False,7-2-4,8.0,0.0,-8.0,12.0,0.5262,0.347490564413,night,7,s,line_break_back_chigire_all
20260417-25-03,2026-04-17,大宮,3,135-35-2345,135,35,2345,BUY,10,0.138876889903,B,True,5-3-4,10.0,1.6,-8.4,29.0,0.302,0.41457630156,day,7,non_s,line_break_back_chigire_all
20260417-25-09,2026-04-17,大宮,9,145-15-1457,145,15,1457,BUY,8,0.140829979538,B,True,1-5-4,8.0,1.8,-6.2,20.0,0.4007,0.453540168888,day,7,non_s,line_break_back_chigire_all
20260417-27-04,2026-04-17,京王閣,4,235-35-1235,235,35,1235,BUY,8,0.157835642324,B,False,3-5-7,8.0,0.0,-8.0,15.0,0.3558,0.406426161316,day,7,non_s,line_break_back_chigire_all
20260417-43-06,2026-04-17,岐阜,6,124-12-1235,124,12,1235,BUY,10,0.15519778995,B,False,2-3-1,10.0,0.0,-10.0,9.0,0.5105,0.321901422867,midnight,7,non_s,line_break_back_chigire_all
20260417-45-02,2026-04-17,豊橋,2,125-15-1457,125,15,1457,BUY,10,0.141959136325,B,False,2-7-1,10.0,0.0,-10.0,13.0,0.4738,0.318618003052,day,7,non_s,line_break_back_chigire_all
20260417-45-04,2026-04-17,豊橋,4,127-27-1247,127,27,1247,BUY,8,0.148770741682,B,True,2-7-1,8.0,10.3,2.3000000000000007,16.0,0.3125,0.309715139947,day,7,non_s,line_break_back_chigire_all
